name,issn,licence
Acta Amazonica,00445967,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Botanica Brasilica,01023306,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Cirurgica Brasileira,01028650,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Linguistica,13132296,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Medica Iranica,00446025,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Ortopédica Brasileira,14137852,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Paulista de Enfermagem,01032100,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Scientiarum : Agronomy,16799275,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Scientiarum : Animal Sciences,18062636,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Scientiarum : Biological Sciences,16799283,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Scientiarum : Education,21785198,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Scientiarum : Health Sciences,16799291,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Scientiarum : Human and Social Sciences,16797361,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Scientiarum : Language and Culture,19834675,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Acta Scientiarum : Technology,18078664,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Advances in Electrical and Computer Engineering,15827445,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Advances in Natural Science,17157862,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Advances in Petroleum Exploration and Development,1925542X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ageing Research ,20367384,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Al Ameen Journal of Medical Sciences ,09741143,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Al-Qantara : Revista de Estudios Arabes,02113589,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Alea : Estudos Neolatinos,1517106X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Alternative Medicine Studies,20389477,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ambiente &amp; Sociedade,1414753X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
American Journal of Cancer Research,21566976,http://creativecommons.org/licenses/by-nc/3.0/legalcode
American Journal of Cardiovascular Disease,2160200X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Anais Brasileiros de Dermatologia,03650596,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Anais da Academia Brasileira de Ciencias.,00013765,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Anales del Jardín Botánico de Madrid,02111322,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Animal Biodiversity and Conservation,1578665X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Annals of Innovation &amp; Entrepreneurship,20007396,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Anthropologist,09720073,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Anuario de Estudios Americanos,02105810,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Anuario de Estudios Medievales,00665061,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Anuario Musical,02113538,http://creativecommons.org/licenses/by-nc/3.0/legalcode
AoB Plants,20412851,http://creativecommons.org/licenses/by-nc/3.0/legalcode
"Arbor : Ciencia, Pensamiento y Cultura",02101963,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arbutus Review,19231334,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Archaeobios,19965214,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Archivo Español de Arte,00040428,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Argumentos : Revista de Crítica Social,16668979,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arqueología de la Arquitectura,16952731,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivo Brasileiro de Medicina Veterinária e Zootecnia,01020935,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivos Brasileiros de Cardiologia,0066782X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivos brasileiros de Endocrinologia e Metabologia,00042730,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivos Brasileiros de Oftalmologia,00042749,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivos de Gastroenterologia,00042803,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arquivos de Neuro-Psiquiatria,0004282X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Arxius de Miscel-lània Zoològica,16980476,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Asclepio : Revista de Historia de la Medicina y de la Ciencia,02104466,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Asian Journal of Pharmacy and Life Science,22314423,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Asian journal of Sports Medicine,2008000X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Audiology,17351936,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Audiology Research,20394330,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Avaliação : Revista da Avaliação da Educação Superior,14144077,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Bartin Orman Fakultesi Dergisi,13020943,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Basic and Clinical Neuroscience,2008126X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Bioscience Horizons,17547431,http://creativecommons.org/licenses/by-nc/3.0/legalcode
BMJ Open,20446055,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Boletim do Museu Paraense Emílio Goeldi : Ciências Humanas,19818122,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Boletim do Museu Paraense Emílio Goeldi : Ciências Naturais,19818114,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Boletim Goiano de Geografia,0101708X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Boletín de la Sociedad Española de Cerámica y Vidrio,03663175,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Boletín de Pediatría,02142597,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Bragantia,00068705,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brain and Behavior,21623279,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brain. Broad Research in Artificial Intelligence and Neuroscience,20673957,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brazilian Archives of Biology and Technology,15168913,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brazilian Journal of Biology,15196984,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brazilian Journal of Chemical Engineering,01046632,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brazilian Journal of Medical and Biological Research,0100879X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brazilian Journal of Microbiology,15178382,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brazilian Journal of Oceanography ,16798759,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brazilian Journal of Otorhinolaryngology ,18088694,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brazilian Journal of Pharmaceutical Sciences,19848250,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brazilian Journal of Plant Physiology,16770420,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Brazilian Oral Research,18068324,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Caderno CRH,01034979,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Cadernos Cedes,01013262,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Cadernos de Pesquisa,01001574,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Cadernos de Saúde Pública,0102311X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Cadernos EBAPE.BR ,16793951,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Cadernos Pagu,01048333,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Canadian Social Science,17128056,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Cardiogenetics,20358253,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Cerâmica,03666913,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Check List,1809127X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Chest Disease Reports,20394764,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Chilean Journal of Statistics,07187912,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ciência &amp; Educação,15167313,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ciência &amp; Saúde Coletiva,14138123,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ciência e Tecnologia de Alimentos,01012061,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ciência Rural,01038478,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ciencias de la Información ,08644659,http://creativecommons.org/licenses/by-nc/3.0/legalcode
CLCWeb : Comparative Literature and Culture,14814374,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Clinical and Experimental Otorhinolaryngology,19768710,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Clinics,18075932,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Clinics and Practice,20397275,http://creativecommons.org/licenses/by-nc/3.0/legalcode
CME,20785143,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Collectanea Botanica,00100730,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Coluna/Columna ,18081851,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Computational and Applied Mathematics,22383603,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Computer Science &amp; Information Technology,22315403,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Computer Science Master Research,22475575,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Contexto Internacional,01028529,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Corpus : Archivos Virtuales de la Alteridad Americana,18538037,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Cross-Cultural Communication,17128358,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Cuadernos de Estudios Gallegos,0210847X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Culture Unbound : Journal of Current Cultural Research,20001525,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Cypriot Journal of Educational Sciences ,13059076,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Dados : Revista de Ciências Sociais,00115258,http://creativecommons.org/licenses/by-nc/3.0/legalcode
"Danza e Ricerca : Laboratorio di Studi, Scritture, Visioni",20361599,http://creativecommons.org/licenses/by-nc/3.0/legalcode
DARU : Journal of Pharmaceutical Sciences,15608115,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Database : the Journal of Biological Databases and Curation,17580463,http://creativecommons.org/licenses/by-nc/3.0/legalcode
DELTA : Documentação de Estudos em Lingüística Teórica e Aplicada,01024450,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Dental Press Journal of Orthodontics ,21769451,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Dermatology and Cosmetic,20087470,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Dermatology Reports,20367392,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Diabetes Therapy,18696953,http://creativecommons.org/licenses/by-nc/3.0/legalcode
DILEMATA : Revista Internacional de Éticas Aplicadas,19897022,http://creativecommons.org/licenses/by-nc/3.0/legalcode
DISEGNARECON,18285961,http://creativecommons.org/licenses/by-nc/3.0/legalcode
DNA Research,13402838,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Drug Invention Today,09757619,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Drugs and Therapy Studies,20389493,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ecology and Evolution,20457758,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Economia Aplicada,14138050,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Economia e Sociedade,01040618,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Educação &amp; Sociedade,01017330,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Educação e Pesquisa,15179702,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Educação em Revista,01024698,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Educar em Revista,01044060,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Electronic Journal of Differential Equations,10726691,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Electronic Journal of Social Sciences,13040278,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Endocrinology Studies,20389515,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Energy Science and Technology,19238460,http://creativecommons.org/licenses/by-nc/3.0/legalcode
eNeurobiologia,20073054,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Engenharia Agrícola,01006916,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ensaio,01044036,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Escola Anna Nery ,14148145,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Estonian Journal of Earth Sciences,17364728,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Estudios Geográficos,00141496,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Estudios Geologicos,03670449,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Estudos Avançados,01034014,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Estudos Econômicos,01014161,http://creativecommons.org/licenses/by-nc/3.0/legalcode
ETD : Educação Temática Digital ,16762592,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Ethics &amp; Global Politics,16544951,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Etnoantropoloski Problemi ,03531589,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Europe's Journal of Psychology,18410413,http://creativecommons.org/licenses/by-nc/3.0/legalcode
European Journal for Research on the Education and Learning of Adults,20007426,http://creativecommons.org/licenses/by-nc/3.0/legalcode
European Journal of Histochemistry ,1121760X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
European Journal of Psychotraumatology,20008066,http://creativecommons.org/licenses/by-nc/3.0/legalcode
European Transport Research Review,18670717,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Eye Reports,20394748,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Footprint,18751490,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Free Radicals and Antioxidants,22312536,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Future Studies Research Journal : Trends and Strategies,21755825,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Gastroenterology Insights,20367414,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Genetics and Molecular Biology,14154757,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Genome Biology and Evolution,17596653,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Gestão &amp; Produção,0104530X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Gladius,0436029X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Global Health Action,16549880,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Graellsia,03675041,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Grasas y Aceites,00173495,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Güncel Pediatri,13049054,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Hayat Journal of Faculty of Nursing &amp; Midwifery ,17352215,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Health and Human Rights,10790969,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Heart International,18261868,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Hematology Reports,20388322,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Hematology Reviews,19706804,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Hispania Sacra : Revista de Historia Eclesiástica,0018215X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
História,01019074,http://creativecommons.org/licenses/by-nc/3.0/legalcode
"História, Ciências, Saúde-Manguinhos",01045970,http://creativecommons.org/licenses/by-nc/3.0/legalcode
History Studies : International Journal of History,13094688,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Horizontes Antropológicos,01047183,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Horticultura Brasileira,01020536,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Hygiea Internationalis : an Interdisciplinary Journal for the History of Public Health,14044013,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Hystrix : the Italian Journal of Mammalogy,03941914,http://creativecommons.org/licenses/by-nc/3.0/legalcode
IARTEM e-journal,18372104,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iheringia. Série Zoologia,00734721,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Image Analysis and Stereology,15803139,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Infectious Disease Reports,20367430,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Informes de la Construccion,00200883,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Inquietude : Revista dos Estudantes de Filosofia da UFG,21774838,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Insciences Journal,1664171X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Insecta Mundi,07496737,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Intangible Capital,16979818,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Brazilian Journal of Urology,16775538,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Business and Management,1923841X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Advanced Information Technology  ,22311920,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Advanced Research In Computer Science and Software Engineering,22776451,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Advancements in Technology,09764860,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Agricultural and Biological Engineering,19346344,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Biochemistry and Molecular Biology,21524114,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Burns and Trauma ,21602026,http://creativecommons.org/licenses/by-nc/3.0/legalcode
"International Journal of Computer Science, Engineering and Applications (IJCSEA)",22310088,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Engineering and Advanced Technology,22498958,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Hematology-Oncology and Stem Cell Research,20083009,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Human Genetics,09723757,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Information Technology Convergence and Services (IJITCS),22311939,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Occupational and Environmental Medicine,20086520,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Occupational Hygiene,20085109,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Open Problems in Computer Science and Mathematics,19986262,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Plant Biology,20370156,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Public Information Systems,16534360,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Research in Ayurveda and Pharmacy,22293566,http://creativecommons.org/licenses/by-nc/3.0/legalcode
International Journal of Research in Pharmacy and Science,22493522,http://creativecommons.org/licenses/by-nc/3.0/legalcode
İnternet Uygulamaları ve Yönetimi Dergisi,13098772,http://creativecommons.org/licenses/by-nc/3.0/legalcode
"In_Bo : Ricerche e Progetti per il Territorio, la Città e l'Architettura",20361602,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iran Occupational Health,17355133,http://creativecommons.org/licenses/by-nc/3.0/legalcode
"Iranian Journal Of Allergy, Asthma and Immunology",17351502,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Arthropod-Borne Diseases ,17357179,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Environmental Health Science &amp; Engineering,17351979,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Health and Environment,20082029,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Medical Hypotheses &amp; Ideas,17359104,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Microbiology,20083289,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Nuclear Medicine,16812824,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Parasitology  ,17357020,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Pediatrics,10184406,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Pediatrics,20082142,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Pharmacology and Therapeutics,17352657,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Psychiatry,17354587,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Psychiatry and Clinical Psychology,17354315,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Public  Health,22516085,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Iranian Journal of Radiology,17351065,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Isegoría,11302097,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Íslenska Thjodfélagid,1670875X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Italian Journal of Agronomy,11254718,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Italian Journal of Animal Science,15944077,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Jornal Brasileiro de Nefrologia ,01012800,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Jornal Brasileiro de Patologia e Medicina Laboratorial,16762444,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Jornal Brasileiro de Pneumologia,18063713,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Jornal Brasileiro de Psiquiatria,00472085,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Jornal de Pediatria,00217557,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Jornal Vascular Brasileiro,16775449,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Journal of Aesthetics &amp; Culture,20004214,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Journal of Applied Oral Science,16787757,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Journal of Applied Research and Technology,16656423,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Journal of Choice Modelling,17555345,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Journal of Community Hospital Internal Medicine Perspectives,20009666,http://creativecommons.org/licenses/by-nc/3.0/legalcode
Journal of Dental Medicine,1024641X,http://creativecommons.org/licenses/by-nc/3.0/legalcode
